Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp","Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.","The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.","There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.","To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b","A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,Gender,Age,Major US Region,Device,Household Income
114652671598,432212071,07/26/2024 01:16:24 AM,07/26/2024 01:17:08 AM,,,,,8c6ac509dd20bccd7cb5a64de2,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,4,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,4,,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,3,,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,4,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,4,,male,30_to_44,,android_mobile,100000_to_124999
114652666971,432212071,07/26/2024 01:01:49 AM,07/26/2024 01:03:13 AM,,,,,c55ed12cb74cc9e1513097e11d,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,5,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,1,,,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,4,,female,30_to_44,middle_atlantic,android_mobile,100000_to_124999
114652637131,432212071,07/25/2024 11:39:27 PM,07/25/2024 11:39:41 PM,,,,,74351c1cc2ed562180d7b032c6,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,4,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,4,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,4,,male,30_to_44,middle_atlantic,android_mobile,125000_to_149999
114652631661,432212071,07/25/2024 11:25:57 PM,07/25/2024 11:26:09 PM,,,,,b1d4c9e1628b505e406690f82f,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,,5,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,,5,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,4,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,5,female,30_to_44,south_atlantic,android_mobile,100000_to_124999
114652622516,432212071,07/25/2024 11:03:21 PM,07/25/2024 11:03:39 PM,,,,,7d6b0b71c8ec3399a2a0ec091c,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,4,,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,4,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,4,,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,4,,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,4,,female,30_to_44,pacific,android_mobile,125000_to_149999
114652620618,432212071,07/25/2024 10:57:26 PM,07/25/2024 10:58:50 PM,,,,,322cf50378f951c8fdfd6ca8e5,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,4,,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,4,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,female,30_to_44,middle_atlantic,android_mobile,100000_to_124999
114652616833,432212071,07/25/2024 10:49:11 PM,07/25/2024 10:49:57 PM,,,,,ebdb2459b45121328500e805b1,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,4,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,4,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,4,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,4,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,4,,male,30_to_44,pacific,android_mobile,125000_to_149999
114652615196,432212071,07/25/2024 10:45:32 PM,07/25/2024 10:45:45 PM,,,,,b6541276624d858e7a6bfae076,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,4,,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,4,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,,5,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,3,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,4,,female,30_to_44,middle_atlantic,android_mobile,175000_to_199999
114652614983,432212071,07/25/2024 10:44:55 PM,07/25/2024 10:45:20 PM,,,,,d1a8882c29c97ff91cf137f7e7,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,4,,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,4,,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,4,,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,4,,female,30_to_44,pacific,android_mobile,125000_to_149999
114652612341,432212071,07/25/2024 10:38:21 PM,07/25/2024 10:38:53 PM,,,,,9e60e229f225498c4439509645,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,1,,,,,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",1,,,,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,,5,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,4,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",1,,,,,female,30_to_44,middle_atlantic,android_mobile,125000_to_149999
114652612150,432212071,07/25/2024 10:35:41 PM,07/25/2024 10:38:24 PM,,,,,bf0e0fbceb28cf1c5c98601677,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,3,,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",1,,,,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,female,45_to_60,mountain,ios_mobile,0_to_9999
